モード,条件,順番,名前,Lv,HP,攻撃,防御,速度,固有ID,勝率検証
第二章,"heart:{""area"": 0, ""challengeTier"": 1}",3,【薬毒】ミレア,1416,271126,9910,8509,8095,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 1}",4,芽灯虫コロル,1416,266193,14535,7864,10619,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 2}",1,【鏡侍女】リュネ,1632,672259,21401,22739,5358,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 2}",2,【鏡侍女】ロゼ,1632,309893,26519,10389,7823,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 2}",3,【薬毒】ミレア,1632,275983,10063,8730,8179,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 2}",4,芽灯虫コロル,1632,270668,14759,8036,10745,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 3}",1,【鏡侍女】リュネ,1848,684095,22165,23535,5318,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 3}",2,【鏡侍女】ロゼ,1848,315307,27408,10726,7903,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 3}",3,【薬毒】ミレア,1848,280892,10215,8957,8267,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 3}",4,芽灯虫コロル,1848,275173,14983,8212,10877,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 4}",1,【鏡侍女】リュネ,2064,696053,22963,24365,5277,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 4}",2,【鏡侍女】ロゼ,2064,320775,28335,11077,7987,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 4}",3,【薬毒】ミレア,2064,285857,10367,9192,8359,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 4}",4,芽灯虫コロル,2064,279708,15206,8392,11015,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 5}",1,【鏡侍女】リュネ,2280,708131,23793,25228,5233,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 5}",2,【鏡侍女】ロゼ,2280,326294,29296,11442,8073,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 5}",3,【薬毒】ミレア,2280,290874,10520,9434,8455,,未実戦検証
第二章,"heart:{""area"": 0, ""challengeTier"": 5}",4,芽灯虫コロル,2280,284272,15430,8575,11159,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 0}",1,【双藤】ネヴィア,1650,1044937,42097,15758,10268,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 0}",2,【双藤】エルミナ,1650,856107,40895,13452,7818,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 0}",3,根灯の短剣姫リティア,1650,761017,20028,12514,8029,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 0}",4,封樹の衛兵グラント,1650,1340210,24656,22186,5888,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 1}",1,【双藤】ネヴィア,1947,1377858,54904,20513,13083,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 1}",2,【双藤】エルミナ,1947,1128661,53199,17471,10038,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 1}",3,根灯の短剣姫リティア,1947,1003157,25820,16183,10325,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 1}",4,封樹の衛兵グラント,1947,1766059,31844,28569,7717,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 2}",1,【双藤】ネヴィア,2244,1720285,68098,25412,15905,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 2}",2,【双藤】エルミナ,2244,1409005,65883,21610,12262,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 2}",3,根灯の短剣姫リティア,2244,1252223,31802,19964,12626,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 2}",4,封樹の衛兵グラント,2244,2204107,39263,35158,9547,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 3}",1,【双藤】ネヴィア,2541,2072219,81679,30457,18737,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 3}",2,【双藤】エルミナ,2541,1697140,78940,25876,14490,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 3}",3,根灯の短剣姫リティア,2541,1508214,37969,23862,14930,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 3}",4,封樹の衛兵グラント,2541,2654360,46909,41954,11371,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 4}",1,【双藤】ネヴィア,2838,2433663,95652,35651,21581,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 4}",2,【双藤】エルミナ,2838,1993069,92383,30270,16724,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 4}",3,根灯の短剣姫リティア,2838,1771138,44327,27881,17238,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 4}",4,封樹の衛兵グラント,2838,3116826,54792,48963,13194,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 5}",1,【双藤】ネヴィア,3135,2804614,110014,40989,24434,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 5}",2,【双藤】エルミナ,3135,2296788,106204,34787,18962,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 5}",3,根灯の短剣姫リティア,3135,2040989,50872,32017,19552,,未実戦検証
第二章,"vault0:{""area"": 0, ""challengeTier"": 5}",4,封樹の衛兵グラント,3135,3591497,62903,56180,15015,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 0}",1,煤紫の剣魔リリカ,1050,94604,16011,5920,5081,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 0}",2,芽灯虫コロル,1050,83024,10005,5052,6935,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 0}",3,露鈴の案内姫ピピア,1050,84371,6894,5420,5326,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 0}",4,封書の小剣姫ルメア,1050,84371,7639,5506,5449,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 1}",1,煤紫の剣魔リリカ,1239,96483,16485,6068,5141,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 1}",2,芽灯虫コロル,1239,84624,10168,5170,7035,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 1}",3,露鈴の案内姫ピピア,1239,86124,7022,5578,5397,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 1}",4,封書の小剣姫ルメア,1239,86124,7940,5683,5546,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 2}",1,煤紫の剣魔リリカ,1428,98405,16985,6223,5207,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 2}",2,芽灯虫コロル,1428,86256,10330,5292,7146,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 2}",3,露鈴の案内姫ピピア,1428,87925,7152,5743,5475,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 2}",4,封書の小剣姫ルメア,1428,87925,8263,5872,5653,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 3}",1,煤紫の剣魔リリカ,1617,100337,17492,6377,5271,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 3}",2,芽灯虫コロル,1617,87896,10493,5415,7255,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 3}",3,露鈴の案内姫ピピア,1617,89736,7282,5912,5551,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 3}",4,封書の小剣姫ルメア,1617,89736,8592,6063,5757,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 4}",1,煤紫の剣魔リリカ,1806,102210,17962,6523,5324,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 4}",2,芽灯虫コロル,1806,89492,10656,5532,7346,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 4}",3,露鈴の案内姫ピピア,1806,91483,7409,6069,5614,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 4}",4,封書の小剣姫ルメア,1806,91483,8889,6239,5844,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 5}",1,煤紫の剣魔リリカ,1995,104106,18445,6673,5380,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 5}",2,芽灯虫コロル,1995,91105,10818,5651,7441,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 5}",3,露鈴の案内姫ピピア,1995,93253,7538,6228,5681,,未実戦検証
第二章,"roam0_1:{""area"": 0, ""challengeTier"": 5}",4,封書の小剣姫ルメア,1995,93253,9198,6419,5934,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 0}",1,根継ぎの斥候ネリク,1050,83024,12187,5125,7017,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 0}",2,巻鍵の工姫ティクタ,1050,83024,12187,5125,5947,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 0}",3,【双藤】ネヴィア,1050,83024,12187,5125,5947,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 0}",4,【双藤】エルミナ,1050,94604,16011,5920,5081,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 1}",1,根継ぎの斥候ネリク,1239,84624,12562,5259,7135,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 1}",2,巻鍵の工姫ティクタ,1239,84624,12562,5259,6047,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 1}",3,【双藤】ネヴィア,1239,84624,12562,5259,6047,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 1}",4,【双藤】エルミナ,1239,96483,16485,6068,5141,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 2}",1,根継ぎの斥候ネリク,1428,86256,12959,5401,7266,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 2}",2,巻鍵の工姫ティクタ,1428,86256,12959,5401,6158,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 2}",3,【双藤】ネヴィア,1428,86256,12959,5401,6158,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 2}",4,【双藤】エルミナ,1428,98405,16985,6223,5207,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 3}",1,根継ぎの斥候ネリク,1617,87896,13361,5542,7394,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 3}",2,巻鍵の工姫ティクタ,1617,87896,13361,5542,6266,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 3}",3,【双藤】ネヴィア,1617,87896,13361,5542,6266,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 3}",4,【双藤】エルミナ,1617,100337,17492,6377,5271,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 4}",1,根継ぎの斥候ネリク,1806,89492,13732,5676,7501,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 4}",2,巻鍵の工姫ティクタ,1806,89492,13732,5676,6357,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 4}",3,【双藤】ネヴィア,1806,89492,13732,5676,6357,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 4}",4,【双藤】エルミナ,1806,102210,17962,6523,5324,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 5}",1,根継ぎの斥候ネリク,1995,91105,14115,5813,7611,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 5}",2,巻鍵の工姫ティクタ,1995,91105,14115,5813,6450,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 5}",3,【双藤】ネヴィア,1995,91105,14115,5813,6450,,未実戦検証
第二章,"roam0_3:{""area"": 0, ""challengeTier"": 5}",4,【双藤】エルミナ,1995,104106,18445,6673,5380,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 0}",1,【鏡侍女】リュネ,1050,147319,9362,9406,4118,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 0}",2,【鏡侍女】ロゼ,1050,94604,16011,5920,5081,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 0}",3,棘盾獣バルク,1050,123347,9290,7971,4118,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 0}",4,夜灯の従騎フィオラ,1050,84371,7639,5506,5449,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 1}",1,【鏡侍女】リュネ,1239,150188,9695,9708,4096,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 1}",2,【鏡侍女】ロゼ,1239,96483,16485,6068,5141,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 1}",3,棘盾獣バルク,1239,125874,9606,8227,4096,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 1}",4,夜灯の従騎フィオラ,1239,86124,7940,5683,5546,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 2}",1,【鏡侍女】リュネ,1428,153119,10051,10028,4072,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 2}",2,【鏡侍女】ロゼ,1428,98405,16985,6223,5207,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 2}",3,棘盾獣バルク,1428,128465,9942,8498,4072,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 2}",4,夜灯の従騎フィオラ,1428,87925,8263,5872,5653,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 3}",1,【鏡侍女】リュネ,1617,156062,10412,10352,4048,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 3}",2,【鏡侍女】ロゼ,1617,100337,17492,6377,5271,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 3}",3,棘盾獣バルク,1617,131073,10284,8773,4048,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 3}",4,夜灯の従騎フィオラ,1617,89736,8592,6063,5757,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 4}",1,【鏡侍女】リュネ,1806,158924,10741,10650,4028,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 4}",2,【鏡侍女】ロゼ,1806,102210,17962,6523,5324,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 4}",3,棘盾獣バルク,1806,133592,10596,9025,4028,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 4}",4,夜灯の従騎フィオラ,1806,91483,8889,6239,5844,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 5}",1,【鏡侍女】リュネ,1995,161816,11083,10957,4006,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 5}",2,【鏡侍女】ロゼ,1995,104106,18445,6673,5380,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 5}",3,棘盾獣バルク,1995,136143,10921,9286,4006,,未実戦検証
第二章,"roam0_4:{""area"": 0, ""challengeTier"": 5}",4,夜灯の従騎フィオラ,1995,93253,9198,6419,5934,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 0}",1,深淵Ⅱ 憤怒,2310,1686725,69829,24549,12006,abyss_wrath,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 0}",2,【月狐】カグラ,2310,1219314,66762,18871,12606,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 0}",3,【月狐】サヨ,2310,1082801,33039,17199,13963,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 0}",4,封樹の衛兵グラント,2310,1900801,40165,31171,9631,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 1}",1,深淵Ⅱ 憤怒,2726,2221543,90324,31621,15345,abyss_wrath,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 1}",2,【月狐】カグラ,2726,1605075,86277,24133,16125,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 1}",3,【月狐】サヨ,2726,1425364,42285,21959,17729,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 1}",4,封樹の衛兵グラント,2726,2502400,51562,39557,12544,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 2}",1,深淵Ⅱ 憤怒,3142,2771118,111452,38916,18694,abyss_wrath,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 2}",2,【月狐】カグラ,3142,2001514,106402,29568,19654,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 2}",3,【月狐】サヨ,3142,1777409,51839,26875,21512,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 2}",4,封樹の衛兵グラント,3142,3120641,63331,48233,15457,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 3}",1,深淵Ⅱ 憤怒,3557,3335453,133214,46438,22055,abyss_wrath,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 3}",2,【月狐】カグラ,3557,2408634,127131,35179,23195,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 3}",3,【月狐】サヨ,3557,2138941,61698,31951,25315,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 3}",4,封樹の衛兵グラント,3557,3755530,75469,57205,18368,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 4}",1,深淵Ⅱ 憤怒,3973,3914554,155615,54188,25427,abyss_wrath,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 4}",2,【月狐】カグラ,3973,2826443,148474,40971,26747,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 4}",3,【月狐】サヨ,3973,2509966,71867,37194,29134,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 4}",4,封樹の衛兵グラント,3973,4407080,87982,66480,21278,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 5}",1,深淵Ⅱ 憤怒,4389,4508427,178658,62163,28809,abyss_wrath,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 5}",2,【月狐】カグラ,4389,3254947,170431,46937,30309,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 5}",3,【月狐】サヨ,4389,2890486,82349,42597,32970,,未実戦検証
第二章,"vault1:{""area"": 1, ""challengeTier"": 5}",4,封樹の衛兵グラント,4389,5075296,100870,76051,24187,,未実戦検証
第二章,"roam1_1:{""area"": 1, ""challengeTier"": 0}",1,【薬毒】ミレア,2600,887538,25267,22978,11182,,未実戦検証
第二章,"roam1_1:{""area"": 1, ""challengeTier"": 0}",2,【薬毒】ヴィオラ,2600,877197,37059,21757,14605,,未実戦検証
第二章,"roam1_1:{""area"": 1, ""challengeTier"": 0}",3,【返誓】ロスティア,2600,1561937,34842,41432,8580,,未実戦検証
第二章,"roam1_1:{""area"": 1, ""challengeTier"": 0}",4,【返誓】アルテア,2600,998734,59264,26165,10716,,未実戦検証
第二章,"roam1_1:{""area"": 1, ""challengeTier"": 1}",1,【薬毒】ミレア,3068,1170947,33359,30232,14436,,未実戦検証
第二章,"roam1_1:{""area"": 1, ""challengeTier"": 1}",2,【薬毒】ヴィオラ,3068,1157652,48926,28665,18835,,未実戦検証
第二章,"roam1_1:{""area"": 1, ""challengeTier"": 1}",3,【返誓】ロスティア,3068,2060282,45512,54201,11199,,未実戦検証
第二章,"roam1_1:{""area"": 1, ""challengeTier"": 1}",4,【返誓】アルテア,3068,1317760,77703,34346,13840,,未実戦検証
